1927 0.0127272508911156
1928 1.277815989468
1929 -0.890907562378088
1930 -0.258363193089646
1931 -0.529453637070407
1932 -0.348726674416566
1933 -0.800544081051168
1934 -0.890907562378088
1935 0.464544657525718
1936 -0.800544081051168
1937 -0.710180599724248
1938 -0.348726674416566
1939 2.36217776539105
1940 0.0127272508911156
1941 1.63926991477568
1942 -0.800544081051168
1943 -0.890907562378088
1944 0.283817694871877
1945 0.554908138852638
1946 3.08508561600641
1947 -0.529453637070407
1948 -0.800544081051168
1949 -0.529453637070407
1950 0.283817694871877
1951 -0.529453637070407
1952 0.103090732218036
1953 0.464544657525718
1954 0.91636206416032
1955 0.91636206416032
1956 -0.710180599724248
1957 -0.0776362304358048
1958 -0.258363193089646
1959 -0.890907562378088
1960 -0.981271043705009
1961 0.91636206416032
1962 4.07908391060253
1963 0.0127272508911156
1964 0.103090732218036
1965 0.103090732218036
1966 -0.890907562378088
1967 0.283817694871877
1968 0.103090732218036
1969 0.735635101506479
1970 0.0127272508911156
1971 -0.800544081051168
1972 -0.981271043705009
1973 -0.619817118397327
1974 -1.07163452503193
1975 -0.529453637070407
1976 -0.258363193089646
1977 -0.0776362304358048
1978 1.91036035875644
1979 -0.439090155743486
1980 -0.890907562378088
1981 1.36817947079492
1982 -0.619817118397327
1983 -0.439090155743486
1984 1.18745250814108
1985 1.63926991477568
1986 0.374181176198797
1987 -0.800544081051168
1988 -0.981271043705009
1989 -0.981271043705009
1990 0.0127272508911156
1991 0.0127272508911156
1992 -0.258363193089646
1993 -0.529453637070407
1994 -0.800544081051168
1995 0.554908138852638
1996 -0.167999711762725
1997 -1.07163452503193
