33 5 0 0 3 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 302 1955
0 17 6 4 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 109 1956
0 0 31 12 2 2 3 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 211 1957
0 0 0 12 3 2 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 1958
0 0 0 0 34 22 7 7 1 2 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 259 1959
0 0 0 0 0 5 6 4 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 80 1960
0 0 0 0 0 0 23 7 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 136 1961
0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 108 1962
0 0 0 0 0 0 0 0 3 2 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37 1963
0 0 0 0 0 0 0 0 0 7 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 106 1964
0 0 0 0 0 0 0 0 0 0 7 1 1 0 0 1 0 0 0 3 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 122 1965
0 0 0 0 0 0 0 0 0 0 0 1 9 3 1 1 0 2 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 112 1966
0 0 0 0 0 0 0 0 0 0 0 0 32 9 5 4 1 2 1 0 2 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 312 1967
0 0 0 0 0 0 0 0 0 0 0 0 0 35 11 2 0 4 0 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 323 1968
0 0 0 0 0 0 0 0 0 0 0 0 0 0 53 18 6 0 0 1 2 0 3 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 418 1969
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 16 8 6 3 3 2 3 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 393 1970
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 17 4 6 1 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 382 1971
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 14 4 0 1 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 237 1972
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 5 4 2 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 191 1973
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 6 4 2 1 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 244 1974
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 7 3 0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 405 1975
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 49 7 4 1 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 524 1976
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 13 5 2 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 407 1977
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 4 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 209 1978
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 13 12 0 2 4 1 0 0 0 0 0 0 0 1 1 0 0 0 368 1979
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 13 7 0 2 1 0 1 0 0 0 0 0 0 0 0 1 0 588 1980
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44 5 6 1 0 0 0 0 1 0 0 2 0 0 0 0 0 681 1981
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 11 3 5 5 5 1 0 1 2 0 0 1 0 1 0 938 1982
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 6 7 1 2 3 1 1 0 0 1 0 0 0 0 725 1983
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 59 22 9 1 1 0 0 1 1 0 1 0 1 0 1014 1984
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 10 2 3 0 0 3 0 1 1 0 0 0 744 1985
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 11 2 3 2 1 0 0 1 0 0 0 688 1986
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 6 3 3 3 1 0 0 1 1 1 539 1987
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 8 5 2 2 0 1 1 0 1 467 1988
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 12 1 4 2 1 3 0 2 484 1989
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 5 2 3 0 2 0 0 556 1990
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 6 3 0 1 1 0 471 1991
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 2 0 0 0 1 541 1992
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 5 2 1 1 537 1993
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 6 3 1 546 1994
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 5 2 653 1995
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 494 1996
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 700 1997
